,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
166,0.34,Thu Jun 22 02:00:20 +0000 2017,0.0,0.789,0.211,Giving People More Control Over Their Facebook Profile Picture https://t.co/ddZzlKKnfE,167
167,-0.7184,Thu Jun 15 17:00:43 +0000 2017,0.545,0.455,0.0,Hard Questions: How We Counter Terrorism https://t.co/hlWlUpif5r,168
168,-0.1027,Thu Jun 15 12:00:36 +0000 2017,0.412,0.588,0.0,Hard Questions https://t.co/CHJ3BxvcKJ,169
169,0.5719,Thu Jun 15 04:00:02 +0000 2017,0.0,0.619,0.381,Celebrating 30 Years of the GIF https://t.co/wg9zCg4g8G,170
170,0.4215,Wed Jun 14 13:01:22 +0000 2017,0.0,0.641,0.359,Announcing Updates to Safety Check https://t.co/fXsBnFoHZ7,171
171,0.4019,Wed Jun 07 16:00:44 +0000 2017,0.0,0.748,0.252,Using Data to Help Communities Recover and Rebuild https://t.co/G3wj7azBM1,172
172,0.0,Tue Jun 06 16:45:20 +0000 2017,0.0,1.0,0.0,Making Facebook Live More Accessible With Closed Captions https://t.co/LjfIyJJVGr,173
173,0.7269,Mon Jun 05 13:00:41 +0000 2017,0.0,0.33,0.67,Facebook Celebrates Pride Month https://t.co/NoJfNPnm0E,174
174,0.7717,Wed May 31 19:43:41 +0000 2017,0.0,0.51,0.49,"RT @fbsecurity: Focused on clarity, Facebook redesigns security settings page https://t.co/UHOJXak3Jq",175
175,0.0,Wed May 24 17:00:56 +0000 2017,0.0,1.0,0.0,Update on Trending https://t.co/nkiCNVwWED,176
176,0.0,Wed May 24 13:05:20 +0000 2017,0.0,1.0,0.0,Expanding Facebook Fundraisers to More People and Causes https://t.co/KnDF7iUDXW,177
177,0.4767,Tue May 23 16:00:46 +0000 2017,0.0,0.744,0.256,More Ways To Connect with Friends in Facebook Live https://t.co/8uHtc9KiCX,178
178,0.0,Tue May 23 13:00:17 +0000 2017,0.0,1.0,0.0,Facebook’s Community Standards: How and Where We Draw the Line https://t.co/gotUnJHJcC,179
179,0.368,Wed May 17 17:00:36 +0000 2017,0.0,0.78,0.22,News Feed FYI: New Updates to Reduce Clickbait Headlines https://t.co/XPdOrOarUv,180
180,0.4215,Tue May 16 20:00:53 +0000 2017,0.0,0.781,0.219,Connecting People With Mental Health Resources and Building a Safer Community https://t.co/lw8k4Mvw1m,181
181,0.0,Tue May 16 17:00:02 +0000 2017,0.0,1.0,0.0,Video Carousel Ads on Smartphone Mobile Web https://t.co/nStJQCfKxt,182
182,0.7096,Sat May 13 18:01:02 +0000 2017,0.0,0.543,0.457,Join Facebook In Celebrating Moms Around the World https://t.co/dAWlI0W9rD,183
183,0.0,Wed May 10 15:00:25 +0000 2017,0.0,1.0,0.0,Reducing Links to Low-Quality Web Page Experiences https://t.co/Qtc2V0SDey,184
184,0.0,Wed May 03 20:13:35 +0000 2017,0.0,1.0,0.0,Facebook Reports First Quarter 2017 Results https://t.co/CZdkWjloWu,185
185,0.0,Tue May 02 16:00:06 +0000 2017,0.0,1.0,0.0,Game On: Games on Messenger Go Global with New Features and Games https://t.co/Gu5PdEWHmp,186
186,0.0,Sun Apr 30 23:29:53 +0000 2017,0.0,1.0,0.0,Comments on Research and Ad Targeting https://t.co/mCRpPn6pRK,187
187,0.0,Thu Apr 27 16:01:01 +0000 2017,0.0,1.0,0.0,Global Government Requests Report https://t.co/wmecRsUQJP,188
188,0.368,Tue Apr 25 14:00:47 +0000 2017,0.0,0.76,0.24,News Feed FYI: New Test With Related Articles https://t.co/On9K11tyd7,189
189,0.5994,Fri Apr 21 19:00:37 +0000 2017,0.0,0.588,0.412,Helping People Support Earth Day and Our Planet https://t.co/qtLGkgImRD,190
190,0.0,Wed Apr 19 20:37:30 +0000 2017,0.0,1.0,0.0,Facebook open source at F8 2017 https://t.co/2EQzbWhvm5,191
191,-0.4404,Wed Apr 19 20:29:03 +0000 2017,0.42,0.58,0.0,Connectivity: A building block approach https://t.co/Bko9wFmLzt,192
192,0.0,Wed Apr 19 19:25:56 +0000 2017,0.0,1.0,0.0,"F8 2017: AI, Building 8 and More Technology Updates From Day 2 https://t.co/5OI5mTzGfA",193
193,0.0,Wed Apr 19 19:21:56 +0000 2017,0.0,1.0,0.0,Enhancing high-resolution 360 streaming with view prediction https://t.co/2RFnrOmUeS,194
194,0.0,Wed Apr 19 19:21:07 +0000 2017,0.0,1.0,0.0,Announcing 360 Capture SDK https://t.co/w4osGrg28T,195
195,0.0,Tue Apr 18 23:37:49 +0000 2017,0.0,1.0,0.0,"Relay Modern: Simpler, faster, more extensible https://t.co/EPgCRgYLGM",196
196,0.0,Tue Apr 18 23:34:36 +0000 2017,0.0,1.0,0.0,Building virtual reality experiences on the web with React VR https://t.co/9rlIWS1RSv,197
197,0.0,Tue Apr 18 23:29:20 +0000 2017,0.0,1.0,0.0,"Open-sourcing Litho, a declarative UI framework for Android https://t.co/6ZBnWTxnrZ",198
198,0.0,Tue Apr 18 23:23:29 +0000 2017,0.0,1.0,0.0,Introducing Graph API v2.9 https://t.co/ATeCIHraeZ,199
199,0.0,Tue Apr 18 23:22:12 +0000 2017,0.0,1.0,0.0,"F8: Instant Games, Gameroom and Gaming Video Developer Updates https://t.co/p27VzIl0wh",200
200,0.0,Tue Apr 18 23:21:26 +0000 2017,0.0,1.0,0.0,New Ways to Connect Businesses and People Globally https://t.co/27iASjjJ1M,201
201,0.0,Tue Apr 18 19:21:34 +0000 2017,0.0,1.0,0.0,F8 2017: Camera Effects Platform and More From Day One https://t.co/JuGfrQeIDE,202
202,0.4019,Tue Apr 18 18:48:16 +0000 2017,0.0,0.769,0.231,Facebook Analytics Adds Pages Support and Launches Automated Insights https://t.co/IXO2sp8hfj,203
203,0.4404,Tue Apr 18 18:33:18 +0000 2017,0.0,0.58,0.42,Workplace: Working Better Together https://t.co/5zmel2d6ux,204
204,0.0,Tue Apr 18 18:06:51 +0000 2017,0.0,1.0,0.0,Messenger Brings People Together All Over the World https://t.co/njkOjTkOw9,205
205,0.0,Tue Apr 18 17:54:21 +0000 2017,0.0,1.0,0.0,Facebook Introduces Developer Circles https://t.co/vcCzpmbNbc,206
206,0.0,Tue Apr 18 17:53:45 +0000 2017,0.0,1.0,0.0,Harness the Power of Augmented Reality with Camera Effects Platform https://t.co/la5F7iFKcG,207
207,0.4767,Tue Apr 18 17:40:47 +0000 2017,0.0,0.763,0.237,Facebook Spaces: A New Way To Connect With Friends In VR https://t.co/oZAfLYSdBA,208
208,0.0,Mon Apr 17 21:20:06 +0000 2017,0.0,1.0,0.0,Community Standards and Reporting https://t.co/uHHT3kwtIi,209
209,0.0,Tue Apr 11 16:00:25 +0000 2017,0.0,1.0,0.0,Get Paid Back! Announcing Group Payments in Messenger https://t.co/DXgusr9oA6,210
210,0.0,Tue Apr 11 13:00:53 +0000 2017,0.0,1.0,0.0,Announcing Facebook Communities Summit https://t.co/CUBvHuJA1c,211
211,-0.3182,Thu Apr 06 16:00:44 +0000 2017,0.315,0.685,0.0,A New Educational Tool Against Misinformation https://t.co/sgyVW8tOaZ,212
212,0.802,Wed Apr 05 13:00:09 +0000 2017,0.0,0.523,0.477,Using Technology to Protect Intimate Images and Help Build a Safe Community https://t.co/csFxX5TY4T,213
213,0.4522,Thu Mar 30 13:00:47 +0000 2017,0.0,0.628,0.372,More Ways to Support Causes https://t.co/J81o8Ayab9,214
214,0.3535,Tue Mar 28 12:00:11 +0000 2017,0.0,0.765,0.235,More Ways to Share with the Facebook Camera https://t.co/ROu7SITZCj,215
215,0.0,Mon Mar 27 15:00:06 +0000 2017,0.0,1.0,0.0,Introducing Live Location in Messenger https://t.co/ZEZvm2OOpf,216
216,0.0,Thu Mar 23 15:00:30 +0000 2017,0.0,1.0,0.0,Introducing Message Reactions and Mentions for Messenger https://t.co/oTCblVQ8kK,217
217,0.0,Wed Mar 22 17:02:00 +0000 2017,0.0,1.0,0.0,New Ways to Go Live: Now From Your Computer https://t.co/1yoEHpn8hJ,218
218,0.296,Thu Mar 09 15:00:53 +0000 2017,0.0,0.694,0.306,Share Your Day in Messenger https://t.co/pUaaUT48Kd,219
219,0.0,Wed Mar 08 18:01:01 +0000 2017,0.0,1.0,0.0,Introducing Facebook 360 for Gear VR https://t.co/7xJwQ5rg1G,220
220,0.5719,Mon Mar 06 22:37:00 +0000 2017,0.0,0.575,0.425,Facebook Celebrates International Women’s Day https://t.co/5Ekt0rK6fI,221
221,-0.4019,Wed Mar 01 11:01:00 +0000 2017,0.315,0.49,0.196,Building a Safer Community With New Suicide Prevention Tools https://t.co/bAaqXFJc4U,222
222,0.0,Thu Feb 16 20:58:06 +0000 2017,0.0,1.0,0.0,Mark Zuckerberg: Building Global Community https://t.co/6mde8Y1vK2,223
223,0.0,Tue Feb 14 18:39:57 +0000 2017,0.0,1.0,0.0,New Ways to Watch Facebook Video https://t.co/muk1AxUETO,224
224,0.368,Fri Feb 10 14:16:00 +0000 2017,0.0,0.76,0.24,Measurement FYI: Accountability and New Choices for Marketers https://t.co/ptVOjnzx3u,225
225,0.6486,Wed Feb 08 20:01:02 +0000 2017,0.0,0.654,0.346,Improving Enforcement and Promoting Diversity: Updates to Ads Policies and Tools https://t.co/27J1u9cjdP,226
226,0.6705,Wed Feb 08 14:01:01 +0000 2017,0.0,0.593,0.407,Empowering People to Help One Another Within Safety Check https://t.co/71RsAzpgBS,227
227,0.7351,Thu Feb 02 16:31:11 +0000 2017,0.0,0.53,0.47,Friends Day: Taking Time to Connect with Friends https://t.co/zCqfbEdCX6,228
228,0.0,Wed Feb 01 21:38:44 +0000 2017,0.0,1.0,0.0,Facebook Reports Fourth Quarter and Full Year 2016 Results https://t.co/cDDxIkaOlY,229
229,0.368,Tue Jan 31 19:01:02 +0000 2017,0.0,0.837,0.163,News Feed FYI: New Signals to Show You More Authentic and Timely Stories https://t.co/4pi37hBWji,230
230,0.3612,Tue Jan 31 16:01:00 +0000 2017,0.0,0.667,0.333,Greater Transparency Through Measurement Partnerships https://t.co/pwLJY1xfJs,231
231,0.368,Thu Jan 26 19:06:52 +0000 2017,0.0,0.813,0.187,News Feed FYI: Updating How We Account For Video Completion Rates https://t.co/iaXE510dBw,232
232,0.0,Thu Jan 26 08:02:01 +0000 2017,0.0,1.0,0.0,Introducing the New Privacy Basics https://t.co/MWDqi1pNUV,233
233,0.0,Wed Jan 25 18:01:08 +0000 2017,0.0,1.0,0.0,Continuing Our Updates to Trending https://t.co/tJH9olXKdQ,234
234,0.0,Wed Jan 11 17:21:13 +0000 2017,0.0,1.0,0.0,Introducing: The Facebook Journalism Project https://t.co/SxZfm0Q811,235
