Date,Open,High,Low,Close,Adj Close,Volume
6/1/2017,27.950001,28.25,27.65,28,28,673800
6/2/2017,28.1,28.85,27.950001,28.6,28.6,890800
6/5/2017,28.549999,28.6,27.972,28.15,28.15,393400
6/6/2017,28.4,28.450001,28,28.15,28.15,389700
6/7/2017,28.200001,28.200001,27.5,27.700001,27.700001,239600
6/8/2017,27.65,28,27.35,28,28,406800
6/9/2017,28.5,29.15,26.9,27.9,27.9,1242700
6/12/2017,27.799999,28.325001,27.200001,27.799999,27.799999,662900
6/13/2017,27.9,28.299999,27.4,27.799999,27.799999,683500
6/14/2017,28,28.1,27.049999,27.049999,27.049999,497600
6/15/2017,26.9,27.5,26.575001,27.5,27.5,346000
6/16/2017,27.4,28,27.15,27.85,27.85,695500
6/19/2017,27.950001,28.549999,27.85,28.35,28.35,751900
6/20/2017,28.35,28.5,27.299999,27.6,27.6,263800
6/21/2017,27.65,27.950001,27.375,27.799999,27.799999,250400
6/22/2017,27.950001,28.15,27.549999,27.85,27.85,364300
6/23/2017,27.85,28.35,27.6,28.35,28.35,3305700
6/26/2017,27.9,28.59,27.65,28.200001,28.200001,524500
6/27/2017,28.200001,28.35,27.25,27.25,27.25,339500
6/28/2017,27.299999,27.5,26.700001,27.299999,27.299999,546800
6/29/2017,27.1,27.299999,26.1,27,27,832100
6/30/2017,27,27.700001,26.950001,27.200001,27.200001,327600
7/3/2017,27.25,27.5,25.725,26.1,26.1,433400
7/5/2017,26.200001,26.450001,25.85,26.15,26.15,252000
7/6/2017,25.950001,26,25.125,25.25,25.25,401100
7/7/2017,25.4,25.799999,25.35,25.700001,25.700001,224200
7/10/2017,25.700001,25.950001,25.299999,25.35,25.35,637200
7/11/2017,25.25,25.950001,25.15,25.9,25.9,575300
7/12/2017,26.200001,26.450001,25.700001,25.85,25.85,485300
7/13/2017,25.950001,26.25,25.35,25.525,25.525,595500
7/14/2017,25.6,26.049999,25.5,26.049999,26.049999,361300
7/17/2017,26.049999,26.200001,25.6,25.700001,25.700001,254500
7/18/2017,25.700001,26.15,25.677,25.799999,25.799999,244600
7/19/2017,25.85,26.049999,25.6,25.700001,25.700001,264800
7/20/2017,25.75,25.799999,25.299999,25.549999,25.549999,215600
7/21/2017,25.549999,25.75,25.15,25.75,25.75,434000
7/24/2017,25.799999,26.325001,25.700001,26.200001,26.200001,309700
7/25/2017,26.35,26.4,25.9,26.15,26.15,310600
7/26/2017,26.15,26.4,25.9,26.1,26.1,524500
7/27/2017,25.5,26.35,24.25,25.5,25.5,1362300
7/28/2017,25.450001,26.35,25.35,25.9,25.9,934600
7/31/2017,25.9,26.1,25.65,25.950001,25.950001,499300
8/1/2017,26,26,24.700001,25.15,25.15,588800
8/2/2017,25.200001,25.35,24.950001,25,25,266300
8/3/2017,25,25.275,24.799999,25.1,25.1,236700
8/4/2017,25.15,25.15,24.450001,24.5,24.5,289600
8/7/2017,24.5,24.799999,24.299999,24.4,24.4,234700
8/8/2017,24.450001,24.700001,24.200001,24.4,24.4,201500
8/9/2017,24.35,24.6,24.049999,24.299999,24.299999,250100
8/10/2017,24.200001,24.25,23.15,23.15,23.15,334000
8/11/2017,23.299999,23.799999,23.15,23.6,23.6,342300
8/14/2017,23.799999,24.299999,23.799999,24.25,24.25,181000
8/15/2017,24.15,24.4,23.549999,23.549999,23.549999,262700
8/16/2017,23.6,23.85,23.35,23.450001,23.450001,237400
8/17/2017,23.35,23.35,22.65,22.700001,22.700001,491000
8/18/2017,22.65,23.225,22.200001,23,23,296500
8/21/2017,22.950001,23.25,22.85,23.049999,23.049999,260800
8/22/2017,23.15,23.4,22.9,23.200001,23.200001,336500
8/23/2017,22.950001,23.25,22.700001,22.9,22.9,420700
8/24/2017,23,23.200001,22.6,23.1,23.1,344400
8/25/2017,23.1,23.108,21.9,22.1,22.1,455100
8/28/2017,21.9,22.4,21.573,22.35,22.35,250700
8/29/2017,22.1,22.85,22.049999,22.799999,22.799999,447400
8/30/2017,22.799999,23.35,22.799999,23.25,23.25,228500
8/31/2017,23.35,23.799999,23.25,23.65,23.65,375000
9/1/2017,23.700001,24,23.35,23.9,23.9,488700
9/5/2017,23.65,24.674999,23.65,24.450001,24.450001,561100
9/6/2017,24.549999,24.85,24.200001,24.700001,24.700001,315800
9/7/2017,24.75,25.4,24.549999,25.299999,25.299999,460000
9/8/2017,25.200001,25.450001,24.674999,24.75,24.75,434600
9/11/2017,24.950001,25.450001,24.799999,25.4,25.4,418100
9/12/2017,25.4,25.450001,24.674999,24.85,24.85,344600
9/13/2017,24.700001,24.75,24.1,24.15,24.15,287600
9/14/2017,24.15,24.25,23.75,24.1,24.1,219700
9/15/2017,24.1,24.65,23.85,24.049999,24.049999,954800
9/18/2017,24.049999,24.5,23.950001,24.25,24.25,250500
9/19/2017,24.299999,25,24.299999,25,25,301500
9/20/2017,24.950001,25.15,24.65,24.799999,24.799999,423100
9/21/2017,24.85,25.1,24.5,24.85,24.85,511300
9/22/2017,27.5,27.75,26.5,26.9,26.9,678100
9/25/2017,26.85,26.85,25.549999,26.1,26.1,485800
9/26/2017,26.25,26.65,26,26.200001,26.200001,389000
9/27/2017,26.450001,27,26.15,26.75,26.75,433300
9/28/2017,26.799999,26.799999,25.75,25.950001,25.950001,442100
9/29/2017,25.9,26.4,25.4,25.85,25.85,595000
10/2/2017,26,27.15,25.916,27.15,27.15,534300
10/3/2017,27.200001,28.299999,27.15,28,28,842200
10/4/2017,28.049999,28.200001,27.5,27.549999,27.549999,462700
10/5/2017,27.549999,28.049999,27.299999,27.65,27.65,345300
10/6/2017,27.65,28.4,27.65,28.15,28.15,316400
10/9/2017,28.25,28.25,27.85,27.950001,27.950001,327700
10/10/2017,28.1,28.299999,27.6,27.85,27.85,221000
10/11/2017,27.85,28,27.700001,27.75,27.75,241700
10/12/2017,27.799999,28.25,27.700001,27.9,27.9,405700
10/13/2017,28.1,28.1,27.799999,28,28,396300
10/16/2017,28.25,28.35,27.700001,27.950001,27.950001,220600
10/17/2017,27.9,28.1,27.700001,28,28,294500
10/18/2017,28.1,28.700001,28,28.5,28.5,289000
10/19/2017,28.450001,28.700001,28.093,28.5,28.5,294100
10/20/2017,28.75,28.950001,28.5,28.6,28.6,285100
10/23/2017,28.6,28.950001,28.4,28.700001,28.700001,428900
10/24/2017,28.85,29.200001,28.15,28.950001,28.950001,380400
10/25/2017,28.9,29.299999,28.15,28.4,28.4,462500
10/26/2017,28.4,28.65,28.049999,28.35,28.35,503400
10/27/2017,30,34.112999,29.299999,32.650002,32.650002,2081100
10/30/2017,32.450001,33.450001,32.200001,32.549999,32.549999,982900
10/31/2017,32.599998,32.950001,32.224998,32.25,32.25,781400
11/1/2017,32.549999,32.549999,30.5,30.799999,30.799999,759700
11/2/2017,30.6,31.35,30.4,31.299999,31.299999,476500
11/3/2017,31.200001,32.450001,30.799999,32.299999,32.299999,431100
11/6/2017,32.349998,32.700001,31.85,32.099998,32.099998,407100
11/7/2017,32,32.200001,31.5,31.6,31.6,350200
11/8/2017,31.85,32.049999,31.5,31.9,31.9,323900
11/9/2017,32.049999,32.800999,31.6,32.5,32.5,620900
11/10/2017,32.299999,33.549999,32.200001,33.25,33.25,355000
11/13/2017,33.25,33.549,32.338001,32.549999,32.549999,464200
11/14/2017,32.5,32.75,31.799999,32.049999,32.049999,286400
11/15/2017,31.6,32.650002,31.000999,32.299999,32.299999,410900
11/16/2017,32.799999,34.400002,32.650002,34.049999,34.049999,431700
11/17/2017,33.900002,34.099998,33.099998,33.200001,33.200001,234200
11/20/2017,33.700001,33.849998,33.200001,33.700001,33.700001,275000
11/21/2017,33.900002,34.349998,33.650002,34.200001,34.200001,307100
11/22/2017,34.150002,34.650002,33.900002,34.450001,34.450001,261200
11/24/2017,34.450001,34.849998,33.849998,34.700001,34.700001,179500
11/27/2017,34.700001,36.25,34.650002,36,36,778100
11/28/2017,35.75,35.75,33.375,34.450001,34.450001,901200
11/29/2017,34.299999,34.554001,32.25,32.5,32.5,898600
11/30/2017,32.400002,33.400002,32.049999,32.599998,32.599998,456300
12/1/2017,32.599998,32.900002,30.945999,31.5,31.5,737100
12/4/2017,31.85,32.150002,29.700001,29.799999,29.799999,617700
12/5/2017,29.700001,30.549999,29.5,30,30,363700
12/6/2017,30,30.85,29.9,30.6,30.6,263800
12/7/2017,30.549999,30.75,29.85,30.15,30.15,446900
12/8/2017,30.5,31.049999,30.200001,30.65,30.65,479400
12/11/2017,30.549999,31.110001,30.049999,30.950001,30.950001,344500
12/12/2017,30.85,30.9,30.299999,30.549999,30.549999,220300
12/13/2017,30.6,31.5,30.6,31.299999,31.299999,282000
12/14/2017,31.25,32.450001,31.049999,31.85,31.85,345300
12/15/2017,31.9,32.5,31.5,32.200001,32.200001,446700
12/18/2017,32.450001,33.25,32.299999,32.549999,32.549999,254100
12/19/2017,31.9,32.25,30.5,30.6,30.6,818400
12/20/2017,30.85,31.299999,30.450001,30.65,30.65,381700
12/21/2017,30.799999,31.1,29.700001,29.799999,29.799999,443000
12/22/2017,29.700001,30.450001,28.700001,30.25,30.25,578500
12/26/2017,30.1,30.299999,29.5,30.1,30.1,191300
12/27/2017,30.049999,30.799999,30.049999,30.549999,30.549999,221500
12/28/2017,30.65,30.705,30.049999,30.549999,30.549999,240900
12/29/2017,30.75,30.85,30.299999,30.450001,30.450001,249100
1/2/2018,30.6,31.1,29.75,30.799999,30.799999,907300
1/3/2018,31,32.794998,30.9,32.049999,32.049999,691600
1/4/2018,32.299999,32.650002,31.85,32.099998,32.099998,383700
1/5/2018,32.299999,32.75,31.049999,31.65,31.65,441200
1/8/2018,32,34.25,32,33.599998,33.599998,801200
1/9/2018,33.549999,33.599998,32.275002,32.349998,32.349998,395100
1/10/2018,32.200001,32.626999,31.85,32.25,32.25,342800
1/11/2018,32.299999,33.375,32,33.25,33.25,310300
1/12/2018,33.25,33.549999,32.849998,33.099998,33.099998,191300
1/16/2018,33.5,34.349998,33.099998,33.150002,33.150002,309100
1/17/2018,33.099998,33.549999,32.400002,32.950001,32.950001,426200
1/18/2018,32.950001,33.25,32.799999,33,33,224900
1/19/2018,33.150002,34.5,33.049999,34.349998,34.349998,322900
1/22/2018,34.700001,35.950001,34.450001,35.099998,35.099998,325500
1/23/2018,35.349998,35.349998,34.25,34.349998,34.349998,341900
1/24/2018,34.5,34.799999,33.950001,34.099998,34.099998,226600
1/25/2018,34.400002,35.099998,33.900002,34.849998,34.849998,182200
1/26/2018,35.099998,35.349998,34.450001,35.150002,35.150002,242000
1/29/2018,35.099998,35.099998,34.549999,34.900002,34.900002,190400
1/30/2018,34.450001,35.049999,34.25,34.799999,34.799999,197700
1/31/2018,35.049999,35.300999,34.700001,35.150002,35.150002,321200
2/1/2018,34.849998,35.599998,34.650002,34.950001,34.950001,250400
2/2/2018,34.650002,34.700001,33.5,33.700001,33.700001,394300
2/5/2018,33.25,33.849998,32.700001,33.049999,33.049999,403700
2/6/2018,32.5,33.192001,32,32.5,32.5,511200
2/7/2018,32.299999,33.5,31.6,31.75,31.75,332000
2/8/2018,32,32.099998,30.65,30.700001,30.700001,315300
2/9/2018,30.9,31.200001,29.65,30.9,30.9,449800
2/12/2018,31,31.575001,30.25,31.4,31.4,352200
2/13/2018,31.25,31.9,31,31.700001,31.700001,329100
2/14/2018,31.4,32.799999,31.35,32.599998,32.599998,278100
2/15/2018,33.049999,33.950001,32.900002,33.150002,33.150002,444900
2/16/2018,33,33.674999,32.25,32.799999,32.799999,334100
2/20/2018,32.599998,33.950001,32.599998,33.450001,33.450001,365800
2/21/2018,33.5,34.049999,33.299999,33.349998,33.349998,551500
2/22/2018,34.900002,37.25,33.599998,35.549999,35.549999,1175300
2/23/2018,36,37,35.25,36.799999,36.799999,598400
2/26/2018,36.849998,38.049999,36.775002,37.599998,37.599998,434800
2/27/2018,37.349998,37.599998,36.25,36.25,36.25,408600
2/28/2018,36.349998,37.099998,35.599998,35.650002,35.650002,340900
3/1/2018,35.549999,36.099998,34.799999,35.950001,35.950001,469300
3/2/2018,35.5,37.450001,35.5,37.200001,37.200001,467800
3/5/2018,37.099998,38,36.75,37.900002,37.900002,445900
3/6/2018,38,38.900002,37.549999,37.900002,37.900002,335900
3/7/2018,37.950001,38.349998,37.5,38.049999,38.049999,309500
3/8/2018,38.450001,39.450001,38.099998,39.25,39.25,362300
3/9/2018,39,39.799999,38.900002,39.5,39.5,533600
3/12/2018,39.75,40.349998,39.275002,39.950001,39.950001,366600
3/13/2018,40.549999,43.450001,40.5,41.25,41.25,1386500
3/14/2018,41,41.75,40.303001,41.049999,41.049999,589600
3/15/2018,41.200001,41.450001,40.650002,41.400002,41.400002,193100
3/16/2018,41.549999,42.25,40.950001,42.200001,42.200001,484200
3/19/2018,42,42,40.451,41.299999,41.299999,305300
3/20/2018,41.299999,42.400002,41.299999,42.150002,42.150002,175600
3/21/2018,42.200001,42.75,41.683998,41.950001,41.950001,230700
3/22/2018,41.450001,42.200001,41,41.25,41.25,325700
3/23/2018,41.299999,41.75,39.599998,39.650002,39.650002,345100
3/26/2018,40.400002,41.450001,39.900002,41.450001,41.450001,215500
3/27/2018,41.5,41.5,39.049999,39.299999,39.299999,224500
3/28/2018,39.25,39.75,37.650002,38.549999,38.549999,277200
3/29/2018,39,39.75,38.650002,38.900002,38.900002,601300
4/2/2018,38.700001,38.883999,36.799999,37.5,37.5,540000
4/3/2018,37.75,38.304001,37.599998,38.099998,38.099998,237200
4/4/2018,37.400002,39.150002,37.099998,39.049999,39.049999,258500
4/5/2018,39.400002,40.150002,38.150002,38.5,38.5,515600
4/6/2018,38.099998,39.25,37.950001,38.549999,38.549999,580500
4/9/2018,39,39.5,38.349998,38.400002,38.400002,326900
4/10/2018,39.049999,39.049999,37.75,38.150002,38.150002,339100
4/11/2018,37.900002,38.450001,37.700001,38.099998,38.099998,211500
4/12/2018,38.400002,38.825001,38.200001,38.450001,38.450001,206500
4/13/2018,38.650002,38.650002,36.849998,37.25,37.25,421700
4/16/2018,37.400002,38.150002,37.25,38,38,172200
4/17/2018,38.5,40.049999,38.049999,39.75,39.75,447900
4/18/2018,39.900002,41.150002,39.349998,41.049999,41.049999,273000
4/19/2018,40.799999,41.25,40.5,41,41,287100
4/20/2018,40.799999,41.299999,40.450001,40.599998,40.599998,287400
4/23/2018,40.700001,40.849998,39.599998,39.849998,39.849998,254900
4/24/2018,40.099998,40.349998,38.525002,39,39,258800
4/25/2018,39,39.299999,38.099998,39,39,234500
4/26/2018,39.299999,39.599998,38.75,39.200001,39.200001,175700
4/27/2018,39.349998,39.599998,38.75,39.400002,39.400002,203400
4/30/2018,39.5,40.299999,39.099998,39.650002,39.650002,235900
5/1/2018,39.5,39.650002,38.849998,39.299999,39.299999,468400
5/2/2018,39.5,41.150002,38.950001,40.900002,40.900002,688500
5/3/2018,40.599998,42.200001,40.424999,42.099998,42.099998,301600
5/4/2018,41.799999,44.200001,41.75,43.849998,43.849998,689100
5/7/2018,44.349998,45.5,43.849998,44.599998,44.599998,462600
5/8/2018,44.599998,44.650002,43.549999,43.75,43.75,656700
5/9/2018,37.299999,37.75,34.75,36.049999,36.049999,3574700
5/10/2018,35.900002,36.75,34.950001,36.599998,36.599998,1391200
5/11/2018,36.849998,38.75,36.75,38.400002,38.400002,1338600
5/14/2018,38.400002,39.25,38.400002,38.599998,38.599998,1121600
5/15/2018,38.849998,38.999001,37.653,38.150002,38.150002,580600
5/16/2018,38.049999,39.150002,37.650002,39.049999,39.049999,528900
5/17/2018,38.849998,39.299999,38.5,39.049999,39.049999,509700
5/18/2018,39.099998,39.450001,38.799999,39.400002,39.400002,331600
5/21/2018,39.599998,39.799999,39,39.099998,39.099998,276200
5/22/2018,39.299999,39.299999,38.299999,38.349998,38.349998,267400
5/23/2018,38.049999,39.099998,37.950001,38.75,38.75,260200
5/24/2018,38.599998,38.700001,37.450001,37.5,37.5,605300
5/25/2018,37.450001,38.150002,37.125,37.950001,37.950001,549500
5/29/2018,37.799999,39.150002,37.799999,38.900002,38.900002,413300
5/30/2018,39,39.700001,39,39.150002,39.150002,284700
5/31/2018,39.049999,39.900002,38.950001,39.400002,39.400002,410000
6/1/2018,39.599998,39.599998,38.099998,39.200001,39.200001,377500
6/4/2018,39.200001,40.950001,39.200001,39.900002,39.900002,498900
6/5/2018,40.099998,40.950001,39.950001,40.849998,40.849998,362300
6/6/2018,41,41.200001,38.349998,39.200001,39.200001,743100
6/7/2018,38.799999,38.924999,36.849998,38.099998,38.099998,1305700
6/8/2018,38.299999,39.75,37.849998,39.099998,39.099998,1783600
6/11/2018,39.200001,39.5,38.25,38.900002,38.900002,681900
6/12/2018,38.700001,39.650002,38.549999,39.25,39.25,642000
6/13/2018,39.049999,40.25,38.549999,39.150002,39.150002,454800
6/14/2018,39.25,41.099998,39.25,40.849998,40.849998,549400
6/15/2018,40.650002,40.650002,39.299999,39.549999,39.549999,566400
6/18/2018,39.400002,41,39.25,40.299999,40.299999,582800
